Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month Number
3568,CA-2016-137176,2016-09-09,2016-09-14,Second Class,DB-12910,Desiree Medina,Home Office,United States,Dallas,Texas,75220,Central,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008000000000003,4,0.6,-12.0064,2016,September,9
3569,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Aladdin Reeves,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2,0.0,26.391200000000005,2017,July,7
3570,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Kirsten Mckee,Home Office,United States,Seattle,Washington,98105,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,2395.2000000000003,6,0.2,209.58000000000004,2017,July,7
3571,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Bree Kirk,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,0.0,742.6320000000001,2017,July,7
3572,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Amir Lopez,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992000000000001,1,0.2,2.6972999999999994,2017,July,7
3573,US-2017-126081,2017-06-29,2017-07-04,Standard Class,FC-14335,Anne Stevenson,Corporate,United States,Mesquite,Texas,75150,Central,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184000000000001,1,0.2,1.8144,2017,June,6
3574,CA-2017-117023,2017-08-07,2017-08-12,Standard Class,JW-15955,Abra Davis,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0.0,5.489599999999999,2017,August,8
3575,CA-2017-117023,2017-08-07,2017-08-12,Standard Class,JW-15955,Len Odom,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,104.80000000000001,10,0.0,26.200000000000003,2017,August,8
3576,CA-2015-143532,2015-03-19,2015-03-24,Standard Class,DC-12850,Wing Aguilar,Consumer,United States,North Miami,Florida,33161,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",14.496000000000002,3,0.2,4.8924,2015,March,3
3577,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,FM-14290,Dustin Gonzales,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784000000000001,1,0.2,1.5547999999999997,2016,June,6
3578,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,FM-14290,Mark Morales,Home Office,United States,Bakersfield,California,93309,West,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,1,0.0,2.3177000000000003,2016,June,6
3579,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Connor Petty,Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,7.89,1,0.0,0.315599999999999,2016,July,7
3580,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Nathaniel Rodriquez,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,65.5,5,0.0,32.095,2016,July,7
3581,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Anjolie Drake,Consumer,United States,Jackson,Mississippi,39212,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,8,0.0,388.81280000000015,2016,July,7
3582,CA-2017-117807,2017-10-01,2017-10-07,Standard Class,DK-13090,Christen Cline,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,0.0,50.327999999999996,2017,October,10
3583,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Xander Hall,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0.0,1.521,2015,December,12
3584,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Yuri Blevins,Corporate,United States,Jackson,Michigan,49201,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2,0.0,200.49,2015,December,12
3585,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Kato Brewer,Corporate,United States,Jackson,Michigan,49201,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,191.96,2,0.0,32.63319999999999,2015,December,12
3586,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Sybil Rhodes,Corporate,United States,Jackson,Michigan,49201,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.61,1,0.0,1.2006,2015,December,12
3587,CA-2017-161823,2017-09-03,2017-09-08,Standard Class,AG-10300,Flavia Wolfe,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.0,1.6688,2017,September,9
3588,CA-2017-121839,2017-09-24,2017-09-28,Standard Class,MH-18115,Orlando Irwin,Home Office,United States,Lancaster,Ohio,43130,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1169.694,3,0.4,-253.43369999999993,2017,September,9
3589,CA-2017-158729,2017-12-19,2017-12-21,First Class,AC-10450,William Wilkinson,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.0,33.312400000000025,2017,December,12
3590,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,Henry Robles,Home Office,United States,Richmond,Kentucky,40475,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,1,0.0,1.4112,2017,November,11
3591,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,Abbot Schmidt,Home Office,United States,Richmond,Kentucky,40475,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,1443.96,12,0.0,375.42959999999994,2017,November,11
3592,CA-2014-154186,2014-12-13,2014-12-15,Second Class,RA-19285,Dante Tyler,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2.92,1,0.2,0.36499999999999977,2014,December,12
3593,CA-2016-108434,2016-12-05,2016-12-07,Second Class,JG-15160,Riley Burt,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,0.0,120.94680000000001,2016,December,12
3594,CA-2016-164154,2016-09-11,2016-09-17,Standard Class,NZ-18565,Randall Wilkinson,Home Office,United States,Toledo,Ohio,43615,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428000000000004,3,0.7,-17.942399999999992,2016,September,9
3595,CA-2016-164154,2016-09-11,2016-09-17,Standard Class,NZ-18565,Zachary Lott,Home Office,United States,Toledo,Ohio,43615,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52000000000001,5,0.2,3.751999999999999,2016,September,9
3596,CA-2017-148012,2017-12-09,2017-12-15,Standard Class,KM-16225,Rooney Burnett,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4263999999999998,2017,December,12
3597,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Nigel Sykes,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552000000000003,3,0.2,5.4432,2014,September,9
3598,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Tatyana Stephens,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.70400000000001,6,0.2,-4.852800000000002,2014,September,9
3599,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Michael Cantu,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,0.2,5.023200000000001,2014,September,9
3600,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Jacqueline Skinner,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516,1,0.4,-31.620400000000004,2014,September,9
3601,CA-2017-138310,2017-06-26,2017-06-30,Standard Class,NP-18700,Henry Owens,Consumer,United States,Denver,Colorado,80219,West,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.92800000000005,9,0.2,64.78919999999995,2017,June,6
3602,CA-2014-159835,2014-11-17,2014-11-24,Standard Class,RB-19330,Nerea Marshall,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",12.448,2,0.2,3.889999999999999,2014,November,11
3603,CA-2014-159835,2014-11-17,2014-11-24,Standard Class,RB-19330,Ashton Bartlett,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.98999999999995,2014,November,11
3604,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Blake Summers,Home Office,United States,Columbia,Maryland,21044,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,277.4,5,0.0,133.152,2017,August,8
3605,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Desiree Owen,Home Office,United States,Columbia,Maryland,21044,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.554399999999998,2017,August,8
3606,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Bruno Frank,Home Office,United States,Columbia,Maryland,21044,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",91.92,4,0.0,31.2528,2017,August,8
3607,CA-2016-119683,2016-03-12,2016-03-16,Second Class,CK-12595,Jermaine Pace,Consumer,United States,New York City,New York,10024,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.339999999999996,3,0.0,13.496399999999998,2016,March,3
3608,CA-2014-163559,2014-09-23,2014-09-28,Second Class,ST-20530,Rhea Macias,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,139.44,3,0.2,47.06099999999999,2014,September,9
3609,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,GB-14530,Sloane Gilliam,Corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.911999999999999,3,0.2,2.5056000000000003,2014,April,4
3610,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,GB-14530,Thaddeus Tyson,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,3,0.2,2.0321999999999987,2014,April,4
3611,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,GB-14530,Kaye Bryant,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.568,2,0.2,-37.73319999999999,2014,April,4
3612,US-2016-131674,2016-11-29,2016-12-01,Second Class,NC-18535,Justina Puckett,Corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416,2,0.2,16.794600000000003,2016,November,11
3613,CA-2015-110093,2015-12-03,2015-12-08,Standard Class,AB-10255,Simon Simmons,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,2,0.2,5.551199999999998,2015,December,12
3614,CA-2015-110093,2015-12-03,2015-12-08,Standard Class,AB-10255,Myra Kline,Home Office,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",36.784,2,0.2,10.5754,2015,December,12
3615,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,Tanisha Fuentes,Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.1159999999999,6,0.3,-71.8116,2017,November,11
3616,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,Demetria Wilcox,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776,4,0.2,8.738400000000002,2017,November,11
3617,CA-2016-154536,2016-09-05,2016-09-09,Standard Class,JC-15340,Amos Gentry,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555000000000001,5,0.7,-7.325499999999998,2016,September,9
3618,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,Bertha Jordan,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98400000000004,2,0.2,152.49499999999998,2017,September,9
3619,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,Kennedy Bentley,Consumer,United States,Los Angeles,California,90004,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.5600000000000005,1,0.2,1.7374999999999998,2017,September,9
3620,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,Forrest Peters,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0.0,65.35499999999999,2017,September,9
3621,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,Doris Haynes,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,40.775999999999996,3,0.2,4.587299999999994,2016,September,9
3622,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,Dane Vaughn,Corporate,United States,Smyrna,Tennessee,37167,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,63.93600000000001,8,0.2,5.5944,2016,September,9
3623,CA-2014-159184,2014-09-14,2014-09-19,Standard Class,JC-15775,Chelsea Rivers,Consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,5,0.0,52.688,2014,September,9
3624,CA-2014-159184,2014-09-14,2014-09-19,Standard Class,JC-15775,Skyler Hensley,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368,2014,September,9
3625,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Aristotle Gamble,Home Office,United States,San Francisco,California,94109,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.4080000000001,12,0.2,42.58800000000002,2017,May,5
3626,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Indira Odonnell,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52,2,0.0,1.0208,2017,May,5
3627,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Kareem Guthrie,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,1,0.0,1.3949999999999996,2017,May,5
3628,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Flynn Goodwin,Home Office,United States,San Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,1,0.0,10.895999999999997,2017,May,5
3629,CA-2014-169726,2014-08-09,2014-08-13,Standard Class,JH-15985,Zorita Barker,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2060.744,7,0.2,643.9825,2014,August,8
3630,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,Quentin Dotson,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,52.272000000000006,3,0.2,9.800999999999998,2017,November,11
3631,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,Aurora Leblanc,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,213.13600000000002,7,0.2,23.977799999999988,2017,November,11
3632,CA-2017-132178,2017-05-03,2017-05-08,Second Class,DB-12970,Dorothy Marquez,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0.0,19.465600000000002,2017,May,5
3633,CA-2017-132178,2017-05-03,2017-05-08,Second Class,DB-12970,Glenna Crawford,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,0.0,45.80639999999994,2017,May,5
3634,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Karly Hayes,Home Office,United States,Springfield,Ohio,45503,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.216,4,0.2,3.3408,2016,November,11
3635,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Uta King,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,41.958,7,0.4,-9.790199999999999,2016,November,11
3636,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Phyllis Burgess,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,0.2,32.4684,2016,November,11
3637,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Whilemina Mckay,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248,3,0.2,7.508699999999998,2016,November,11
3638,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Eaton Hudson,Home Office,United States,Springfield,Ohio,45503,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88000000000005,4,0.2,29.30199999999998,2016,November,11
3639,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Maite Glass,Home Office,United States,Springfield,Ohio,45503,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,7,0.2,29.657599999999988,2016,November,11
3640,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Cally Duncan,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.6240000000000006,1,0.2,1.6762000000000001,2016,November,11
3641,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Edward Moon,Home Office,United States,Springfield,Ohio,45503,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92000000000002,7,0.2,-29.074500000000008,2016,November,11
3642,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Frances Mayo,Home Office,United States,Springfield,Ohio,45503,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,7,0.7,-46.592,2016,November,11
3643,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Myra Roberson,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98400000000004,2,0.2,152.49499999999998,2014,December,12
3644,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Ocean Lloyd,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0.0,12.298000000000002,2014,December,12
3645,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Lani Buck,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,1,0.0,1.1564,2014,December,12
3646,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Wayne Carroll,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5,0.2,50.41399999999999,2014,December,12
3647,CA-2014-146528,2014-07-25,2014-07-27,Second Class,VF-21715,Heidi Sutton,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48,1,0.0,3.1752000000000002,2014,July,7
3648,CA-2014-146528,2014-07-25,2014-07-27,Second Class,VF-21715,Astra Gross,Home Office,United States,Los Angeles,California,90045,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,15.52,4,0.0,4.500799999999998,2014,July,7
3649,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,MC-17275,Summer Cannon,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.9460000000000006,2,0.7,-2.0622,2015,November,11
3650,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,MC-17275,Rashad Mcmahon,Consumer,United States,Memphis,Tennessee,38109,South,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",55.104000000000006,6,0.2,18.597599999999993,2015,November,11
3651,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Sopoline Cooper,Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,6,0.0,41.952000000000005,2017,December,12
3652,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Kalia Love,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,0.0,12.492,2017,December,12
3653,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dolan Peck,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72,4,0.0,15.511199999999999,2017,December,12
3654,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Shelley Rios,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.940000000000001,3,0.0,7.021800000000001,2017,December,12
3655,CA-2017-133004,2017-08-31,2017-09-05,Standard Class,AJ-10945,Walker Patel,Consumer,United States,Lawrence,Indiana,46226,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,9,0.0,166.0698,2017,August,8
3656,CA-2017-168102,2017-04-24,2017-04-30,Standard Class,CP-12340,Anjolie Dominguez,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.56800000000001,2,0.2,-21.29400000000002,2017,April,4
3657,CA-2017-158036,2017-09-08,2017-09-14,Standard Class,DB-13555,Aline Hood,Corporate,United States,Dublin,Ohio,43017,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,1,0.2,1.7054999999999998,2017,September,9
3658,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Myles George,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688,3,0.2,2.9322000000000004,2015,March,3
3659,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Amber Mckay,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.880000000000003,4,0.2,3.8599999999999977,2015,March,3
3660,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Uriah Mcleod,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,3,0.2,1.4418,2015,March,3
3661,CA-2016-161676,2016-07-18,2016-07-23,Standard Class,JP-15460,Stuart Terrell,Corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,0.2,4.224999999999998,2016,July,7
3662,CA-2016-155005,2016-06-13,2016-06-15,Second Class,SC-20050,Hashim Summers,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.96999999999997,3,0.0,94.4925,2016,June,6
3663,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,Eve Bond,Home Office,United States,Quincy,Massachusetts,2169,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,10,0.0,93.204,2017,July,7
3664,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,Macy Wiley,Home Office,United States,Quincy,Massachusetts,2169,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.543199999999999,2017,July,7
3665,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Regina Taylor,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,27.888,7,0.2,9.063599999999997,2014,December,12
3666,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Wyatt Atkinson,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.456,4,0.7,-4.519199999999998,2014,December,12
3667,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Kiona Vasquez,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.67999999999999,3,0.2,19.755,2014,December,12
